,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
266,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2017,1.0,
267,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2018,1.0,
268,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2019,1.0,
269,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2020,1.0,
270,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2021,1.029,
271,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2022,1.041,
272,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2023,1.056,
273,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2024,1.071,
274,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2025,1.087,
275,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2026,1.104,
276,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2027,1.121,
277,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2028,1.138,
278,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2029,1.156,
279,MYS,CROPYIELD,WHEAT,TONNE_HA,A,2030,1.173,
280,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2017,2.114,
281,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2018,2.114,
282,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2019,1.465,
283,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2020,1.526,
284,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2021,1.727,
285,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2022,1.748,
286,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2023,1.767,
287,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2024,1.793,
288,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2025,1.817,
289,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2026,1.843,
290,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2027,1.868,
291,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2028,1.894,
292,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2029,1.92,
293,NGA,CROPYIELD,WHEAT,TONNE_HA,A,2030,1.947,
294,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2017,2.973,
295,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2018,2.851,
296,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2019,2.787,
297,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2020,2.869,
298,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2021,2.939,
299,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2022,2.963,
300,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2023,3.009,
301,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2024,3.055,
302,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2025,3.1,
303,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2026,3.151,
304,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2027,3.199,
305,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2028,3.248,
306,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2029,3.297,
307,PAK,CROPYIELD,WHEAT,TONNE_HA,A,2030,3.346,
308,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2017,1.68,
309,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2018,2.8,
310,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2019,2.71,
311,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2020,2.66,
312,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2021,2.666,
313,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2022,2.673,
314,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2023,2.682,
315,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2024,2.689,
316,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2025,2.693,
317,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2026,2.699,
318,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2027,2.707,
319,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2028,2.714,
320,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2029,2.721,
321,PRY,CROPYIELD,WHEAT,TONNE_HA,A,2030,2.728,
322,PER,CROPYIELD,WHEAT,TONNE_HA,A,2017,1.506,
323,PER,CROPYIELD,WHEAT,TONNE_HA,A,2018,1.542,
324,PER,CROPYIELD,WHEAT,TONNE_HA,A,2019,1.593,
325,PER,CROPYIELD,WHEAT,TONNE_HA,A,2020,1.436,
326,PER,CROPYIELD,WHEAT,TONNE_HA,A,2021,1.568,
327,PER,CROPYIELD,WHEAT,TONNE_HA,A,2022,1.588,
328,PER,CROPYIELD,WHEAT,TONNE_HA,A,2023,1.612,
329,PER,CROPYIELD,WHEAT,TONNE_HA,A,2024,1.637,
330,PER,CROPYIELD,WHEAT,TONNE_HA,A,2025,1.661,
331,PER,CROPYIELD,WHEAT,TONNE_HA,A,2026,1.688,
332,PER,CROPYIELD,WHEAT,TONNE_HA,A,2027,1.715,
333,PER,CROPYIELD,WHEAT,TONNE_HA,A,2028,1.742,
334,PER,CROPYIELD,WHEAT,TONNE_HA,A,2029,1.769,
335,PER,CROPYIELD,WHEAT,TONNE_HA,A,2030,1.796,
336,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2017,1.0,
337,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2018,1.0,
338,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2019,1.0,
339,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2020,1.0,
340,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2021,1.026,
341,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2022,1.038,
342,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2023,1.053,
343,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2024,1.069,
344,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2025,1.085,
345,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2026,1.102,
346,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2027,1.119,
347,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2028,1.136,
348,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2029,1.153,
349,PHL,CROPYIELD,WHEAT,TONNE_HA,A,2030,1.17,
350,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2017,3.08,
351,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2018,2.646,
352,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2019,2.65,
353,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2020,2.821,
354,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2021,2.786,
355,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2022,2.81,
356,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2023,2.839,
357,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2024,2.862,
358,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2025,2.885,
359,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2026,2.91,
360,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2027,2.936,
361,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2028,2.961,
362,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2029,2.987,
363,RUS,CROPYIELD,WHEAT,TONNE_HA,A,2030,3.011,
364,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2017,5.0,
365,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2018,6.534,
366,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2019,1.818,
367,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2020,5.051,
368,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2021,4.042,
369,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2022,4.09,
370,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2023,4.148,
371,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2024,4.212,
372,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2025,4.273,
373,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2026,4.341,
374,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2027,4.408,
375,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2028,4.475,
376,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2029,4.543,
377,SAU,CROPYIELD,WHEAT,TONNE_HA,A,2030,4.61,
378,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2017,3.04,
379,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2018,3.711,
380,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2019,2.843,
381,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2020,4.213,
382,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2021,3.679,
383,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2022,3.72,
384,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2023,3.777,
385,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2024,3.83,
386,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2025,3.882,
387,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2026,3.937,
388,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2027,3.992,
389,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2028,4.048,
390,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2029,4.105,
391,ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2030,4.164,
392,THA,CROPYIELD,WHEAT,TONNE_HA,A,2017,1.3,
393,THA,CROPYIELD,WHEAT,TONNE_HA,A,2018,1.3,
394,THA,CROPYIELD,WHEAT,TONNE_HA,A,2019,1.0,
395,THA,CROPYIELD,WHEAT,TONNE_HA,A,2020,1.0,
396,THA,CROPYIELD,WHEAT,TONNE_HA,A,2021,1.122,
397,THA,CROPYIELD,WHEAT,TONNE_HA,A,2022,1.136,
398,THA,CROPYIELD,WHEAT,TONNE_HA,A,2023,1.153,
399,THA,CROPYIELD,WHEAT,TONNE_HA,A,2024,1.17,
400,THA,CROPYIELD,WHEAT,TONNE_HA,A,2025,1.188,
401,THA,CROPYIELD,WHEAT,TONNE_HA,A,2026,1.207,
402,THA,CROPYIELD,WHEAT,TONNE_HA,A,2027,1.226,
403,THA,CROPYIELD,WHEAT,TONNE_HA,A,2028,1.245,
404,THA,CROPYIELD,WHEAT,TONNE_HA,A,2029,1.264,
405,THA,CROPYIELD,WHEAT,TONNE_HA,A,2030,1.283,
406,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2017,4.116,
407,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2018,3.726,
408,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2019,4.158,
409,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2020,3.82,
410,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2021,4.309,
411,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2022,4.379,
412,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2023,4.459,
413,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2024,4.533,
414,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2025,4.607,
415,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2026,4.687,
416,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2027,4.769,
417,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2028,4.851,
418,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2029,4.934,
419,UKR,CROPYIELD,WHEAT,TONNE_HA,A,2030,5.018,
420,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2017,1.0,
421,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2018,1.0,
422,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2019,1.0,
423,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2020,1.0,
424,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2021,1.028,
425,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2022,1.041,
426,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2023,1.056,
427,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2024,1.072,
428,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2025,1.087,
429,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2026,1.105,
430,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2027,1.122,
431,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2028,1.139,
432,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2029,1.157,
433,VNM,CROPYIELD,WHEAT,TONNE_HA,A,2030,1.174,
434,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2017,3.492,
435,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2018,3.394,
436,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2019,3.503,
437,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2020,3.455,
438,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2021,3.478,
439,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2022,3.507,
440,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2023,3.537,
441,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2024,3.563,
442,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2025,3.59,
443,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2026,3.619,
444,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2027,3.648,
445,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2028,3.68,
446,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2029,3.711,
447,WLD,CROPYIELD,WHEAT,TONNE_HA,A,2030,3.741,
448,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2017,3.968,
449,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2018,3.741,
450,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2019,4.014,
451,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2020,3.875,
452,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2021,3.882,
453,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2022,3.917,
454,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2023,3.945,
455,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2024,3.97,
456,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2025,3.993,
457,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2026,4.022,
458,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2027,4.051,
459,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2028,4.086,
460,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2029,4.119,
461,OECD,CROPYIELD,WHEAT,TONNE_HA,A,2030,4.151,
462,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2017,3.785,
463,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2018,3.715,
464,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2019,3.762,
465,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2020,3.803,
466,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2021,3.755,
467,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2022,3.782,
468,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2023,3.808,
469,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2024,3.834,
470,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2025,3.858,
471,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2026,3.885,
472,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2027,3.911,
473,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2028,3.938,
474,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2029,3.965,
475,BRICS,CROPYIELD,WHEAT,TONNE_HA,A,2030,3.992,
476,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2017,5.557,
477,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2018,5.465,
478,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2019,5.373,
479,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2020,5.023,
480,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2021,5.287,
481,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2022,5.324,
482,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2023,5.369,
483,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2024,5.404,
484,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2025,5.436,
485,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2026,5.474,
486,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2027,5.514,
487,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2028,5.553,
488,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2029,5.591,
489,NOR,CROPYIELD,WHEAT,TONNE_HA,A,2030,5.628,
490,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2017,6.405,
491,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2018,5.962,
492,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2019,5.677,
493,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2020,5.448,
494,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2021,6.037,
495,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2022,6.057,
496,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2023,6.086,
497,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2024,6.104,
498,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2025,6.119,
499,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2026,6.141,
500,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2027,6.165,
501,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2028,6.188,
502,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2029,6.211,
503,CHE,CROPYIELD,WHEAT,TONNE_HA,A,2030,6.232,
504,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2017,1.25,
505,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2018,1.75,
506,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2019,1.829,
507,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2020,2.125,
508,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2021,1.948,
509,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2022,1.971,
510,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2023,2.001,
511,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2024,2.032,
512,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2025,2.063,
513,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2026,2.097,
514,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2027,2.131,
515,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2028,2.165,
516,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2029,2.199,
517,ISR,CROPYIELD,WHEAT,TONNE_HA,A,2030,2.233,
518,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2017,8.28,
519,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2018,7.76,
520,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2019,8.96,
521,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2020,7.161,
522,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2021,8.229,
523,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2022,8.261,
524,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2023,8.301,
525,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2024,8.327,
526,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2025,8.351,
527,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2026,8.381,
528,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2027,8.416,
529,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2028,8.449,
530,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2029,8.482,
531,GBR,CROPYIELD,WHEAT,TONNE_HA,A,2030,8.512,
